"routes3.shipmentorigindesc";"routes3.Latitude.x";"routes3.Longitude.x";"routes3.shipmentdestinationdesc";"routes3.Latitude.y";"routes3.Longitude.y"
"3573";"West Point - Bldg 56";40.209052;-75.296471;"COLOMBIA";4.6;-74.083333
"3584";"Cramlington UK";55.086136;-1.5808;"COLOMBIA";4.6;-74.083333
"3607";"USA - GA Suwanee OFC";34.05149;-84.0713;"COLOMBIA";4.6;-74.083333
"3633";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"COLOMBIA";4.6;-74.083333
"3675";"USA - GA Suwanee OFC";34.05149;-84.0713;"Colorado CO";39.059811;-105.311104
"3677";"Reno OFC";39.529633;-119.813803;"Colorado CO";39.059811;-105.311104
"3679";"MSD Haarlem";52.387388;4.646219;"Colorado CO";39.059811;-105.311104
"3686";"West Point - Bldg 56";40.209052;-75.296471;"Colorado CO";39.059811;-105.311104
"3712";"USA - GA Suwanee OFC";34.05149;-84.0713;"Connecticut CT";41.597782;-72.755371
"3730";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Costa Rica";9.933333333;-84.083333
"3733";"MSD Haarlem";52.387388;4.646219;"Costa Rica";9.933333333;-84.083333
"3740";"MSD Singapore South";1.283333333;103.85;"Cramlington";51.5;-0.083333
"3741";"MSD Haarlem";52.387388;4.646219;"Cramlington";51.5;-0.083333
"3743";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"Cramlington";51.5;-0.083333
"3745";"MSD Singapore West";1.283333333;103.85;"Cramlington";51.5;-0.083333
"3747";"Las Piedras";-34.85;-56.166667;"Cramlington";51.5;-0.083333
"3750";"West Point - Bldg 56";40.209052;-75.296471;"Cramlington";51.5;-0.083333
"3755";"Ballydine IRL";53.31666667;-6.233333;"Cramlington";51.5;-0.083333
"3762";"Arecibo PR";18.444247;-66.646407;"Cramlington";51.5;-0.083333
"3764";"NETHERLANDS - (Aspen Pharma) Oss";52.35;4.916667;"Cramlington";51.5;-0.083333
"3766";"MSD China";39.91666667;116.383333;"Cramlington";51.5;-0.083333
"3767";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Croatia";45.8;16
"3769";"MSD Haarlem";52.387388;4.646219;"Cyprus";35.126413;33.429859
"3772";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"Cyprus";35.126413;33.429859
"3775";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Cyprus";35.126413;33.429859
"3823";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Cyprus";35.126413;33.429859
"3842";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"CYPRUS - (PharmNet) Nicosia";35.185566;33.382276
"3858";"West Point - Bldg 56";40.209052;-75.296471;"Delaware DE";39.318523;-75.507141
"3859";"Wilson NC";35.721269;-77.91554;"Delaware DE";39.318523;-75.507141
"3861";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Denmark";56.26392;9.501785
"3876";"MSD Haarlem";52.387388;4.646219;"Denmark";56.26392;9.501785
"3877";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Denmark";56.26392;9.501785
"3907";"West Point - Bldg 56";40.209052;-75.296471;"Denmark";56.26392;9.501785
"3911";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"DENMARK - (Nomeco Healthcare) Copenhagen";55.676097;12.568337
"3912";"NETHERLANDS - MSD Oss";51.76118;5.514048;"DENMARK - (Nomeco Healthcare) Copenhagen";55.676097;12.568337
"3915";"IRELAND - MSD Swords";53.31666667;-6.233333;"DENMARK - (Nomeco Healthcare) Copenhagen";55.676097;12.568337
"3947";"MSD Haarlem";52.387388;4.646219;"Dominican Republic";18.46666667;-69.9
"3948";"USA - GA Suwanee OFC";34.05149;-84.0713;"Durham, NC";38.883333;-77
"3949";"Wilson NC";35.721269;-77.91554;"Durham, NC";38.883333;-77
"3951";"West Point - Bldg. 62";40.209052;-75.296471;"Durham, NC";38.883333;-77
"3952";"Durham NC";35.994033;-78.898619;"Durham, NC";38.883333;-77
"3953";"West Point - Bldg 56";40.209052;-75.296471;"Durham, NC";38.883333;-77
"3961";"MSD Haarlem";52.387388;4.646219;"Durham, NC";38.883333;-77
"3988";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Ecuador";-0.216666667;-78.5
"3989";"Wilson NC";35.721269;-77.91554;"Ecuador";-0.216666667;-78.5
"3991";"Mirabel France";44.144405;1.419822;"Ecuador";-0.216666667;-78.5
"3993";"USA - FL Miami Lakes";25.908706;-80.308662;"Ecuador";-0.216666667;-78.5
"4013";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"ECUADOR - MSD Ecuador Quito";-0.216666667;-78.5
"4017";"NETHERLANDS - MSD Oss";51.76118;5.514048;"ECUADOR - MSD Ecuador Quito";-0.216666667;-78.5
"4021";"USA - FL Miami Lakes";25.908706;-80.308662;"ECUADOR - MSD Ecuador Quito";-0.216666667;-78.5
"4037";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Egypt";26.820553;30.802498
"4044";"MSD Haarlem";52.387388;4.646219;"Egypt";26.820553;30.802498
"4046";"West Point - Bldg 56";40.209052;-75.296471;"Egypt";26.820553;30.802498
"4092";"West Point - Bldg 56";40.209052;-75.296471;"Elkton VA";38.883333;-77
"4093";"West Point - Bldg 56";40.209052;-75.296471;"Elkton VA";38.407904;-78.623628
"4098";"Riverside PA";40.955364;-76.628845;"Elkton VA";38.883333;-77
"4099";"Riverside PA";40.955364;-76.628845;"Elkton VA";38.407904;-78.623628
"4106";"Rahway NJ";40.608159;-74.277647;"Elkton VA";38.883333;-77
"4107";"Rahway NJ";40.608159;-74.277647;"Elkton VA";38.407904;-78.623628
"4110";"Durham NC";35.994033;-78.898619;"Elkton VA";38.883333;-77
"4111";"Durham NC";35.994033;-78.898619;"Elkton VA";38.407904;-78.623628
"4152";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Ethiopia";9.033333333;38.7
"4156";"MSD Haarlem";52.387388;4.646219;"Finland";61.92411;25.748151
"4158";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Finland";61.92411;25.748151
"4227";"FINLAND - (Oriola) Espoo";60.205491;24.6559;"Finland";61.92411;25.748151
"4264";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"FINLAND - (Oriola) Espoo";60.205491;24.6559
"4289";"MSD Haarlem";52.387388;4.646219;"FINLAND - (Oriola) Espoo";60.205491;24.6559
"4324";"USA - GA Suwanee OFC";34.05149;-84.0713;"Florida FL";38.883333;-77
"4352";"Duluth OFC";46.786672;-92.100485;"Florida FL";38.883333;-77
"4353";"West Point - Bldg 56";40.209052;-75.296471;"Florida FL";38.883333;-77
"4354";"Rahway NJ";40.608159;-74.277647;"Florida FL";38.883333;-77
"4371";"Priority Solutions International Memphis TN";38.883333;-77;"Florida FL";38.883333;-77
"4378";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"France";46.227638;2.213749
"4379";"NETHERLANDS - MSD Oss";51.76118;5.514048;"France";46.227638;2.213749
"4380";"IRELAND - MSD Swords";53.31666667;-6.233333;"France";46.227638;2.213749
"4393";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"France";46.227638;2.213749
"4395";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"France";46.227638;2.213749
"4399";"MSD Haarlem";52.387388;4.646219;"France";46.227638;2.213749
"4412";"Cramlington UK";55.086136;-1.5808;"France";46.227638;2.213749
"4424";"Mirabel France";44.144405;1.419822;"France";46.227638;2.213749
"4440";"West Point - Bldg 56";40.209052;-75.296471;"France";46.227638;2.213749
"4536";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"FRANCE - (Eurapharma Dist) Le Grand Quevilly";48.86666667;2.333333
"4540";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"FRANCE - (Eurapharma Dist) Le Grand Quevilly";48.86666667;2.333333
"4566";"West Point - Bldg 56";40.209052;-75.296471;"FRANCE - (Pierre Fabre) Castres";48.86666667;2.333333
"4567";"MSD Haarlem";52.387388;4.646219;"FRANCE - (Sanofi Pasteur) Val de Reuill";48.86666667;2.333333
"4574";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"FRANCE - MSD Clermont Ferrand";48.86666667;2.333333
"4576";"Duluth OFC";46.786672;-92.100485;"FRANCE - MSD Clermont Ferrand";48.86666667;2.333333
"4577";"IRELAND - MSD Swords";53.31666667;-6.233333;"FRANCE - MSD Herouville Saint Clair";49.20358;-0.333655
"4578";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"FRANCE - MSD Herouville Saint Clair";49.20358;-0.333655
"4587";"NETHERLANDS - MSD Oss";51.76118;5.514048;"FRANCE - MSD Herouville Saint Clair";49.20358;-0.333655
"4597";"Mirabel France";44.144405;1.419822;"FRANCE - MSD Herouville Saint Clair";49.20358;-0.333655
"4614";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"FRANCE - MSD Herouville Saint Clair";49.20358;-0.333655
"4648";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4650";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4658";"Cramlington UK";55.086136;-1.5808;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4662";"NETHERLANDS - MSD Oss";51.76118;5.514048;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4680";"FRANCE - (CSP)";48.86666667;2.333333;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4708";"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4714";"FRANCE - (Minakem) Dunkerque";48.86666667;2.333333;"FRANCE - MSDIS CSP Cournon";47.74656;-2.104587
"4830";"Duluth OFC";46.786672;-92.100485;"France Mirabel";48.86666667;2.333333
"4831";"Riverside PA";40.955364;-76.628845;"France Mirabel";48.86666667;2.333333
"4832";"Elkton VA";38.407904;-78.623628;"France Mirabel";48.86666667;2.333333
"4835";"Elkton VA";38.883333;-77;"France Mirabel";48.86666667;2.333333
"4839";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Georgia GA";33.040619;-83.643074
"4841";"USA - GA Suwanee OFC";34.05149;-84.0713;"Georgia GA";33.040619;-83.643074
"4843";"Mirabel France";44.144405;1.419822;"Georgia GA";33.040619;-83.643074
"4847";"Arecibo PR";18.444247;-66.646407;"Georgia GA";33.040619;-83.643074
"4854";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Georgia GA";33.040619;-83.643074
"4856";"MSD Singapore West";1.283333333;103.85;"Georgia GA";33.040619;-83.643074
"4857";"Reno OFC";39.529633;-119.813803;"Georgia GA";33.040619;-83.643074
"4860";"MSD Haarlem";52.387388;4.646219;"Georgia GA";33.040619;-83.643074
"4861";"Duluth OFC";46.786672;-92.100485;"Georgia GA";33.040619;-83.643074
"4876";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Germany";51.165691;10.451526
"4877";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Germany";51.165691;10.451526
"4882";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"Germany";51.165691;10.451526
"4886";"MSD Haarlem";52.387388;4.646219;"Germany";51.165691;10.451526
"4893";"Mirabel France";44.144405;1.419822;"Germany";51.165691;10.451526
"4919";"IRELAND - MSD Swords";53.31666667;-6.233333;"Germany";51.165691;10.451526
"4927";"West Point - Bldg 56";40.209052;-75.296471;"Germany";51.165691;10.451526
"4938";"BELGIUM - MSD Heist op den Bergh";51.339918;3.239687;"Germany";51.165691;10.451526
"4978";"NETHERLANDS - (Aspen Pharma) Oss";52.35;4.916667;"Germany";51.165691;10.451526
"5016";"Durham NC";35.994033;-78.898619;"Germany";51.165691;10.451526
"5031";"USA - FL Miami Lakes";25.908706;-80.308662;"Germany";51.165691;10.451526
"5072";"GERMANY - (BI) Biberach";48.095147;9.790152;"Germany";51.165691;10.451526
"5076";"MSD Austria";47.516231;14.550072;"Germany";51.165691;10.451526
"5116";"NETHERLANDS - (Aspen Pharma) Oss";52.35;4.916667;"GERMANY - (Hameln Pharma) Hameln";52.51666667;13.4
"5118";"MSD Haarlem";52.387388;4.646219;"GERMANY - (Health Logistics)";52.51666667;13.4
"5129";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"GERMANY - (Kuhne+Nagel) Leipzig";52.51666667;13.4
"5131";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - (Kuhne+Nagel) Leipzig";52.51666667;13.4
"5137";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"GERMANY - (Kuhne+Nagel) Leipzig";52.51666667;13.4
"5181";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - (Loxxes Pharma GMBH) Regensburg";52.51666667;13.4
"5186";"Mirabel France";44.144405;1.419822;"GERMANY - (Loxxes Pharma GMBH) Regensburg";52.51666667;13.4
"5189";"IRELAND - MSD Swords";53.31666667;-6.233333;"GERMANY - (Loxxes Pharma GMBH) Regensburg";52.51666667;13.4
"5192";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"GERMANY - (Loxxes Pharma GMBH) Regensburg";52.51666667;13.4
"5202";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"GERMANY - (Loxxes Pharma GMBH) Wolfratshausen";47.91023;11.427416
"5204";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - (Loxxes Pharma GMBH) Wolfratshausen";47.91023;11.427416
"5244";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - (NextPharma) Waltrop";52.51666667;13.4
"5246";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"GERMANY - (Vetter) Ravensburg";52.51666667;13.4
"5247";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - (Vetter) Ravensburg";52.51666667;13.4
"5262";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GERMANY - MSD Germany";52.51666667;13.4
"5264";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"GERMANY - MSD Germany";52.51666667;13.4
"5265";"Mirabel France";44.144405;1.419822;"GERMANY - MSD Germany";52.51666667;13.4
"5271";"MSD Haarlem";52.387388;4.646219;"Greece";39.074208;21.824312
"5272";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Greece";39.074208;21.824312
"5273";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Greece";39.074208;21.824312
"5274";"Ballydine IRL";53.31666667;-6.233333;"Greece";39.074208;21.824312
"5276";"Mirabel France";44.144405;1.419822;"Greece";39.074208;21.824312
"5283";"MSD Singapore West";1.283333333;103.85;"Greece";39.074208;21.824312
"5298";"Cramlington UK";55.086136;-1.5808;"Greece";39.074208;21.824312
"5306";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"Greece";39.074208;21.824312
"5342";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"Greece";39.074208;21.824312
"5393";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"GREECE- (Famar Avlon 48) Avlonas";37.365051;21.801959
"5396";"NETHERLANDS - MSD Oss";51.76118;5.514048;"GREECE- (Famar Avlon 48) Avlonas";37.365051;21.801959
"5399";"IRELAND - MSD Swords";53.31666667;-6.233333;"GREECE- (Famar Avlon 48) Avlonas";37.365051;21.801959
"5411";"Mirabel France";44.144405;1.419822;"GREECE- (Famar Avlon 48) Avlonas";37.365051;21.801959
"5456";"MSD Haarlem";52.387388;4.646219;"GREECE - (Vianex)";37.98333333;23.733333
"5464";"Ballydine IRL";53.31666667;-6.233333;"GREECE - (Vianex)";37.98333333;23.733333
"5466";"USA - GA Suwanee OFC";34.05149;-84.0713;"Guam";38.883333;-77
"5471";"USA - GA Suwanee OFC";34.05149;-84.0713;"Guyana";6.8;-58.15
"5472";"MSD Haarlem";52.387388;4.646219;"Haiti";18.53333333;-72.333333
"5473";"Reno OFC";39.529633;-119.813803;"Hawaii HI";38.883333;-77
"5475";"USA - GA Suwanee OFC";34.05149;-84.0713;"Hawaii HI";38.883333;-77
"5502";"MSD Haarlem";52.387388;4.646219;"Honduras";14.1;-87.216667
"5504";"MSD Haarlem";52.387388;4.646219;"Hong Kong";22.396428;114.109497
"5506";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Hong Kong";22.396428;114.109497
"5510";"IRELAND - MSD Swords";53.31666667;-6.233333;"Hong Kong";22.396428;114.109497
"5511";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Hong Kong";22.396428;114.109497
"5514";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"Hong Kong";22.396428;114.109497
"5530";"USA - GA Suwanee OFC";34.05149;-84.0713;"Hong Kong";22.396428;114.109497
"5545";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"Hong Kong";22.396428;114.109497
"5547";"MSD China";39.91666667;116.383333;"Hong Kong";22.396428;114.109497
"5550";"SINGAPORE - (Zuelligpharma) Singapore";1.283333333;103.85;"Hong Kong";22.396428;114.109497
"5568";"USA - FL Miami Lakes";25.908706;-80.308662;"Hong Kong";22.396428;114.109497
"5610";"West Point - Bldg 56";40.209052;-75.296471;"Hong Kong";22.396428;114.109497
"5611";"CANADA - (Bayer) Pointe-Claire";45.41666667;-75.7;"Hong Kong";22.396428;114.109497
"5649";"MSD Austria";47.516231;14.550072;"Hong Kong";22.396428;114.109497
"5654";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"HONG KONG - (DKSH Hong Kong Limited) Kwai Chung HK";22.396428;114.109497
"5655";"USA - FL Miami Lakes";25.908706;-80.308662;"HONG KONG - (DKSH Hong Kong Limited) Kwai Chung HK";22.396428;114.109497
"5657";"NETHERLANDS - MSD Oss";51.76118;5.514048;"HONG KONG - (DKSH Hong Kong Limited) Kwai Chung HK";22.396428;114.109497
"5671";"IRELAND - MSD Swords";53.31666667;-6.233333;"HONG KONG - (DKSH Hong Kong Limited) Kwai Chung HK";22.396428;114.109497
"5675";"IRELAND - MSD Swords";53.31666667;-6.233333;"HONG KONG - (Zuellig Pharma) Tsing Yi";22.347487;114.102316
"5677";"USA - FL Miami Lakes";25.908706;-80.308662;"HONG KONG - (Zuellig Pharma) Tsing Yi";22.347487;114.102316
"5678";"West Point - Bldg 56";40.209052;-75.296471;"HONG KONG - (Zuellig Pharma) Tsing Yi";22.347487;114.102316
"5680";"Mirabel France";44.144405;1.419822;"HONG KONG - (Zuellig Pharma) Tsing Yi";22.347487;114.102316
"5681";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"HONG KONG - (Zuellig Pharma) Tsing Yi";22.347487;114.102316
"5688";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"HONG KONG - Hong Kong - (Zuellig Pharma Hong Kong via ALH)";22.396428;114.109497
"5689";"IRELAND - MSD Swords";53.31666667;-6.233333;"HONG KONG - Hong Kong - (Zuellig Pharma Hong Kong via ALH)";22.396428;114.109497
"5692";"West Point - Bldg 56";40.209052;-75.296471;"HONG KONG - Hong Kong - (Zuellig Pharma Hong Kong via ALH)";22.396428;114.109497
"5693";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"HONG KONG - Hong Kong - (Zuellig Pharma Hong Kong via ALH)";22.396428;114.109497
"5696";"CANADA - (Bayer) Pointe-Claire";45.41666667;-75.7;"HONG KONG - Hong Kong - (Zuellig Pharma Hong Kong via ALH)";22.396428;114.109497
"5701";"IRELAND - MSD Swords";53.31666667;-6.233333;"HONG KONG - Hong Kong - MSD Hong Kong via ALH";22.396428;114.109497
"5704";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"HONG KONG - Hong Kong - MSD Hong Kong via ALH";22.396428;114.109497
"5706";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Hungary";47.162494;19.503304
"5708";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Hungary";47.162494;19.503304
"5711";"MSD Haarlem";52.387388;4.646219;"Hungary";47.162494;19.503304
"5712";"FRANCE - Herouville Saint Clair";48.86666667;2.333333;"Hungary";47.162494;19.503304
"5713";"IRELAND - MSD Swords";53.31666667;-6.233333;"Hungary";47.162494;19.503304
"5723";"Cramlington UK";55.086136;-1.5808;"Hungary";47.162494;19.503304
"5763";"Mirabel France";44.144405;1.419822;"Hungary";47.162494;19.503304
"5768";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"Hungary";47.162494;19.503304
"5804";"IRELAND - MSD Rathdrum";53.31666667;-6.233333;"Hungary";47.162494;19.503304
"5894";"Cramlington UK";55.086136;-1.5808;"HUNGARY - (Euronedic Pharma) Budapest";47.5;19.083333
"5895";"Mirabel France";44.144405;1.419822;"HUNGARY - MSD Budapest";47.5;19.083333
"5896";"Cramlington UK";55.086136;-1.5808;"HUNGARY - MSD Budapest";47.5;19.083333
"5897";"MSD Haarlem";52.387388;4.646219;"Iceland";64.15;-21.95
"5898";"USA - GA Suwanee OFC";34.05149;-84.0713;"Illinois IL";40.633125;-89.398528
"5904";"Duluth OFC";46.786672;-92.100485;"Illinois IL";40.633125;-89.398528
"5905";"Reno OFC";39.529633;-119.813803;"Illinois IL";40.633125;-89.398528
"5908";"Elkton VA";38.883333;-77;"Illinois IL";40.633125;-89.398528
"5936";"Elkton VA";38.407904;-78.623628;"Illinois IL";40.633125;-89.398528
"5944";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"India";28.6;77.2
"5945";"MSD Haarlem";52.387388;4.646219;"India";28.6;77.2
"5946";"NETHERLANDS - MSD Oss";51.76118;5.514048;"India";28.6;77.2
"5950";"MSD Singapore West";1.283333333;103.85;"India";28.6;77.2
"5956";"Cramlington UK";55.086136;-1.5808;"India";28.6;77.2
"5957";"INDIA - (Divi's Lab Ltd.) Lingojigudem";28.6;77.2;"India";28.6;77.2
"5966";"West Point - Bldg 56";40.209052;-75.296471;"India";28.6;77.2
"5968";"IRELAND - MSD Swords";53.31666667;-6.233333;"India";28.6;77.2
"5975";"MSD Spain";40.463667;-3.74922;"India";28.6;77.2
"5981";"NETHERLANDS - (Aspen Pharma) Oss";52.35;4.916667;"India";28.6;77.2
"5993";"NETHERLANDS - (Movianto) Oss";51.76118;5.514048;"India";28.6;77.2
"6077";"Elkton VA";38.883333;-77;"INDIA - (Divi's Lab Ltd.) Visakhapatnam";28.6;77.2
"6078";"Elkton VA";38.407904;-78.623628;"INDIA - (Divi's Lab Ltd.) Visakhapatnam";28.6;77.2
"6079";"USA - NJ (Hall's) South Plainfield";40.57927;-74.41154;"INDIA - (Divi's Lab Ltd.) Visakhapatnam";28.6;77.2
"6083";"NETHERLANDS - MSD Oss";51.76118;5.514048;"INDIA - MSD Mumbai";28.6;77.2
"6085";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"INDIA - MSD Mumbai";28.6;77.2
"6088";"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667;"Indiana IN";39.849426;-86.258278
"6089";"USA - GA Suwanee OFC";34.05149;-84.0713;"Indiana IN";39.849426;-86.258278
"6092";"Elkton VA";38.883333;-77;"Indiana IN";39.849426;-86.258278
"6093";"Elkton VA";38.407904;-78.623628;"Indiana IN";39.849426;-86.258278
"6094";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"Indiana IN";39.849426;-86.258278
"6102";"West Point - Bldg 56";40.209052;-75.296471;"Indiana IN";39.849426;-86.258278
"6104";"MSD Singapore West";1.283333333;103.85;"Indonesia";-6.166666667;106.816667
"6105";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Indonesia";-6.166666667;106.816667
"6108";"Cramlington UK";55.086136;-1.5808;"Indonesia";-6.166666667;106.816667
"6109";"MSD Haarlem";52.387388;4.646219;"Indonesia";-6.166666667;106.816667
"6114";"NETHERLANDS - MSD Oss";51.76118;5.514048;"Indonesia";-6.166666667;106.816667
"6131";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"Indonesia";-6.166666667;106.816667
"6132";"MSD Spain";40.463667;-3.74922;"Indonesia";-6.166666667;106.816667
"6144";"Mirabel France";44.144405;1.419822;"Indonesia";-6.166666667;106.816667
"6159";"MSD China";39.91666667;116.383333;"Indonesia";-6.166666667;106.816667
"6171";"West Point - Bldg 56";40.209052;-75.296471;"Indonesia";-6.166666667;106.816667
"6175";"Huahai Pharma. China";39.91666667;116.383333;"Indonesia";-6.166666667;106.816667
"6185";"MSD Singapore South";1.283333333;103.85;"Indonesia";-6.166666667;106.816667
"6216";"NETHERLANDS - MSD Oss";51.76118;5.514048;"INDONESIA - (Sydna Pharma) Jakarta";-6.166666667;106.816667
"6218";"NETHERLANDS - (Aspen Pharma) Oss";52.35;4.916667;"INDONESIA - (Sydna Pharma) Jakarta";-6.166666667;106.816667
"6225";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"INDONESIA - (Sydna Pharma) Jakarta";-6.166666667;106.816667
"6237";"MSD Haarlem";52.387388;4.646219;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6238";"NETHERLANDS - MSD Oss";51.76118;5.514048;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6240";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6242";"IRELAND - MSD Swords";53.31666667;-6.233333;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6249";"West Point - Bldg 56";40.209052;-75.296471;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6258";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6289";"MSD Singapore South";1.283333333;103.85;"INDONESIA - MSD Indonesia Jakarta";-6.166666667;106.816667
"6294";"Wilson NC";35.721269;-77.91554;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6297";"INDONESIA - MSD Indonesia Pandaan";-6.166666667;106.816667;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6298";"MSD Singapore South";1.283333333;103.85;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6300";"Cramlington UK";55.086136;-1.5808;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6301";"Arecibo PR";18.444247;-66.646407;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6303";"MSD Spain";40.463667;-3.74922;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6306";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6316";"MSD Singapore West";1.283333333;103.85;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6320";"MSD China";39.91666667;116.383333;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6322";"Ballydine IRL";53.31666667;-6.233333;"INDONESIA - MSD Pandaan";-6.166666667;106.816667
"6342";"USA - GA Suwanee OFC";34.05149;-84.0713;"Iowa IA";38.883333;-77
"6351";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"Iran";35.7;51.416667
"6395";"BELGIUM - (DHL Pharma) Boortmeerbeek";50.97939;4.57598;"IRAN - (Behestan Darou) Tehran";35.7;51.416667
